type,sub_type,text,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built
multi_family,,"Excellent income potential in this spacious 3/3 West Allis duplex! Great location with large corner lot. This duplex oozes charm with hardwood floors, built ins in the formals dining rooms and balconies on both levels. Walk to restaurants and close to the West Allis Farmer's Market.",337500.0,2148.0,,6.0,2.0,2.0,2.0,2.0,1923.0
single_family,,"Spectacular views meet harmonious living! Location is everything, this home is minutes from downtown Cedarburg for festivals and minutes from downtown Grafton for convenient shopping. Treat yourself to this well appointed ranch on a 1.07 acre wooded lot with 90 feet of Cedar Creek frontage. Beautiful HWF, built in wine cabinet, granite counter tops, deck, and natural fireplace are just a few of the amenities this stunning home offers. Walk out lower level with half bath and a spacious hobby shop. This home is the complete package. Home has 2, 2 car attached garages. One garage is off the driveway and the other is built under the home. This is a car lovers dream!",649900.0,2267.0,1.0,3.0,3.0,2.0,2.0,4.0,1953.0
single_family,,"Located in the Village of Winneconne, this ranch-style home offers an open and functional living, dining, and kitchen area, first-floor laundry, three bedrooms, and 1.5 baths. The full basement has great potential for future expansion. Enjoy the 1-car attached garage, newly epoxy-coated and heated, and a 30x50 two-story detached garage/workshop-perfect for storage, hobbies, or multiple vehicles! Within walking distance to parks and schools.",399900.0,1440.0,,3.0,2.0,1.0,1.0,4.0,1986.0
single_family,,"Updated Homes are the Best Homes!! Entirely updated Bungalow sitting on a huge 100' X 150' corner lot in the heart of Solon Springs! Actually, Two 100' X 150' parcels included in the sale totaling approx. 3/4 of an acre providing land for you to manicure. On the main floor, the home features a beautifully updated kitchen, a gorgeous full main floor bath with it's amazing tiled shower, a large living room combined with dining area for entertaining, a nice main floor bedroom, and a large laundry that doubles as a handy storage area with it's built in cubbies and cabinetry! Upstairs is the elongated 2nd bedroom which is wide doubling as an office space or extra storage. As an added bonus, the seller is going to include all the kitchen appliances, stackable washer and dryer and a very nice dining room hutch. Outside, the Big Yard comes with a custom firepit, a smattering of large mature trees. Also, a storage shed and detached garage too, and additional back parking! Updated homes like this one don't last long, and this one is ready for YOU to move right into.",219950.0,1164.0,1.0,2.0,1.0,1.0,1.0,2.0,
single_family,,"Step into the warmth and charm of this beautifully maintained early-1900s home located in the heart of the City of Oconto. Thoughtfully improved with updated siding and a newer roof, this home blends timeless character with modern comfort. Inside, you'll find an inviting, well-kept interior filled with warm tones and a cozy, homey feel that welcomes you from the moment you walk in. Each room reflects careful upkeep and tasteful updates, making it truly move-in ready. A wonderful opportunity to own a piece of Oconto's history with all the comforts of today-this is a must-see! No showings Nov 21-28 & Dec 28-29.",184900.0,908.0,,3.0,1.0,1.0,1.0,,1900.0
land,,Bring your own builder and build your dream home on this awesome lot. Sloping land allows for multiple designs... land has been perc tested and utilities are to the lot. Driveway is approved for Edgerton Rd. Perfect location with easy access to Janesville/Madison. Enjoy country living with city conveniences.,199000.0,,,,,,,,
single_family,,"Thoughtfully designed new construction offering a flexible and functional layout with over 2, 100 finished square feet. This home features 4 bedrooms and 3 bathrooms, including a spacious primary suite with walk-in closet and private bath. The main living area is bright and open, with a well-appointed kitchen and dining space flowing seamlessly into the living room-ideal for everyday living and entertaining. The lower level provides additional finished living space with a large family room and fourth bedroom, perfect for guests, a home office, or recreational use. Two additional bedrooms and a full bath are conveniently located on the main level. An attached 2-car garage adds everyday convenience, while quality construction details and efficient design make this home both comfortable and practical. A great opportunity to own a brand-new home with modern layout and versatile living spaces.",400000.0,2147.0,3.0,4.0,3.0,3.0,3.0,2.0,2025.0
single_family,,"This Home is located in the Maitland Park section of the City of Milwaukee and offers 3-bedrooms 1.5 bathrooms has large rooms, a separate living room, dining area, and kitchen. Partially basement with a bar and 2-car garage. Nice-sized back yard with patio. Sold in ''As Is'' condition with no repairs nor warranties. All showing agents must sign in for all showings.",273000.0,1239.0,1.0,3.0,2.0,1.0,1.0,2.0,1962.0
single_family,,"Showings start 3/12. Enjoy lake living in this raised ranch offering approximately 69 feet of frontage on beautiful Park Lake! The level lot makes outdoor enjoyment easy, whether you're relaxing, entertaining, or heading down to the water. Inside, you'll find a flexible layout featuring 2 bedrooms and 2 full baths. Kitchen has breakfast bar & handy main floor laundry w/pantry shelves. You can't beat the lake views from the dining area & living room. Walkout lower level has spacious family room perfect for gatherings or movie nights. The guest suite with 2nd kitchen area provides great options for visitors. Outdoor features include a large deck, storage shed, and an attached 2-car garage for convenience and extra storage. Firepit. A great opportunity to enjoy waterfront living with space & versatility!",425000.0,1900.0,2.0,2.0,2.0,2.0,2.0,2.0,1973.0
single_family,,"Washington Heights bungalow blends timeless character with thoughtful, elevated updates throughout. Bright and inviting sunroom w/ intricate tile flooring & leaded glass windows. LR w/ rich natural woodwork & abundant light, flowing gracefully into FDR. Built-in buffet w/ arched mirror & perfectly updated chandelier. Kitchen is a true showstopper -- crisp white cabinetry, quartz countertops, tile backsplash, SS appl, & freestanding island. 2 BRs & full bathroom complete the main floor. Upstairs, 2 more BRs w/ brand-new carpet & fresh paint (2026), plus unfinished attic space offering exciting potential and opportunity. Fully fenced yard. Updates per seller: tear-off house roof (2020), tear-off garage roof (2025), white vinyl siding (2021), central AC (2022), and cedar fence (2021).",314900.0,1497.0,,4.0,1.0,1.0,1.0,2.0,1922.0
single_family,,"Great location! Custom stick built 4 bedroom, 3.[Redacted Entity] just outside of Medford on +/-2 wooded acres. Oak kitchen with island and stainless steel appliances. Dining room with patio door to deck system. Open concept living room with vaulted ceilings and backyard views. Master suite with walk in closet and 3/4 bath. Upper level full bath with laundry. Lower level with spacious family room, bedroom #4, full bath, storage/utility room and egress look out windows. Finished & heated 3 car attached garage. 50x40 heated detached garage with knotty pine interior, 3/4 bath, office, mezzanine storage and 18 cathedral ceilings. Landscaped backyard with mature trees. Drilled well, holding tank septic system, central air, forced air lp furnace and 200 amp. electrical service. The stove, refrigerator, dishwasher, microwave, washer, dryer, water softener and swing set are included in the sale price.",529900.0,2400.0,2.0,4.0,4.0,3.0,3.0,7.0,2010.0
single_family,,"Well maintained 3 bedroom, 1.5 bath ranch home situated on a spacious double lot. Built in 1988, this home offers a solid layout with comfortable living spaces and room to grow. The main level features a functional floor plan with bright living areas and a convenient half bath. Enjoy the sunroom off the back of the home complete with an electric fireplace, providing a cozy space to relax year round while overlooking the backyard. The lower level includes a finished family room, offering additional living or entertaining space. Attached garage plus an extra detached garage provide ample storage for vehicles, tools, or hobbies. The generous double lot offers extra yard space for outdoor activities, gardening, or future possibilities. A well cared for property with great space both inside and out. UHP Home Warranty is included.",279900.0,1900.0,1.0,3.0,2.0,1.0,1.0,4.0,1988.0
multi_family,,"Very well maintained Duplex with no steps built on a slab. Fully rented with long term renters, Month to Month with no move out Nov - March in renters contract. Each side features 2 bedrooms, 1 full bath, walk in closet in one bedroom, open floor plan kitchen, dining room and living areas, laundry utility room, back patio area and 1 car attached garage. Garage also has a nice big closet for storage. All appliances are included in sale and owned by landlord. Renters pay all utilities. Lawn and snow was provided by owners, but new owners can change that.",277000.0,2124.0,1.0,4.0,2.0,2.0,2.0,2.0,2005.0
land,,"Fabulous opportunity to build the home of your dreams! This 1.26 acre property resides in an established neighborhood, offering privacy as well as all the conveniences of close proximity to Port Washington, and accessiblility to I-43.",112000.0,,,,,,,,
condos,condo,"Welcome home to this sunny and well cared for townhouse that boasts ample living areas. A private and updated backyard space is perfect for summer, gatherings or quiet retreats from the busyness of life. The kitchen has been updated with all new appliances and a tiled backsplash, adding to the beauty and appeal of this condo. The newly carpeted lower level allows for many potential uses. This condo feels like a single-family house! Conveniently located nearby many westside amenities. Come see for yourself and fall in love!",345000.0,1249.0,2.0,2.0,3.0,2.0,2.0,2.0,2004.0
single_family,,"Charming home on the lovely SE side neighborhood in Wausau. Sidewalk lined streets, quiet suroundings with multiple parks within walking distance. This 3 bedroom ranch has 2 updated bathrooms. The main bath has a jetted bathtub, stand up shower and lots of floor and cabinet space. The kitchen overlooks a [Redacted Entity] with plenty of closet space throughout. Main floor laundry room and attached 2 car garage are also great bonuses on this side of town! The basement is full, dry and ready to make into additional living space. There is a third toilet on the lower level and hookups for laundry. This is alot of home in a desired neighborhood!!!!",249900.0,1806.0,1.0,3.0,2.0,1.0,1.0,2.0,1960.0
multi_family,,"Positioned on the West Side of Reedsburg, this side-by-side Duplex offers immediate income potential in a strong rental location near schools and downtown amenities. Each unit features 3 Bedrooms, 2 Bathrooms, Attached 2-Car Garage, Private Laundry hookups, Private backyard Patio, and dedicated storage space with divided shed. Recent updates enhance rental appeal and include new living and bedroom carpeting in Unit 1 and Updated flooring, fresh paint, and Stainless Steel Appliances in Unit 2. The functional layout of this property creates an excellent opportunity for investors seeking steady cash flow.",375000.0,,1.0,6.0,4.0,4.0,4.0,,2000.0
multi_family,,"Two-unit rental property in Montello. Great location, walking distance to downtown. Each unit has 2 bedrooms, one full bath, large living room, dining rooms and eat in kitchens. Storage units for additional tenant storage. Oversize garage with workshop space for both. Both units rented, staggered one-year leases. Recent new roof on home, new gutters on home and garage, new commercial grade garage doors and openers. Many updates, very well-maintained property. Tenants pay their own water, electric, and gas. The property cash flows well. Rents are currently under market rate.",245900.0,,2.0,4.0,2.0,2.0,2.0,,1901.0
single_family,,"Come take a look at this cozy 3-bedroom 2 bath home tucked in a desirable Hammond neighborhood. Easy living with all bedrooms, kitchen, living and bath on the upper level and spacious family room and 3/4 bath at the walk in level with a walk out to the fenced back yard. Nice tuck-under 2 car garage as well.",308000.0,1420.0,2.0,3.0,2.0,1.0,1.0,2.0,2002.0
multi_family,,"Exceptional investment opportunity! This well-maintained four-plex offers desirable zero-entry access and thoughtfully designed 2 bedroom, 1 bath units with an attached single car garage. Each residence features its own poured concrete patio, perfect for outdoor relaxation. Nestled among mature trees, the property provides a private, setting that tenants love. With long-term renters already in place and strong rental history, it is ideal for investors seeking stability and low-maintenance ownership.",839500.0,980.0,1.0,8.0,4.0,4.0,4.0,4.0,2004.0
condos,condo,"Statement residence in Milwaukee's Historic 3rd Ward! The foyer with custom walk-in wine cellar sets a tone of refined sophistication, leading to clean architectural lines, soaring ceilings, iconic Cream City brick, open concept living, and abundant natural light. The Chef's kitchen showcases a 13' honed quartzite island and concealed butler's pantry with wet bar and multiple refrigerators. This 2+BR combines two units for spacious living with a flex 3rd room, back entrance & mudroom. The serene primary suite is its own wing with dressing room & spa-inspired bath, steam sauna and heated floors. The extraordinary 1900 sqft (approx) terrace is exclusively your private oasis - celebrate urban luxury with all your friends and family. Steps from Public Market, dining, shopping, & lakefront.",1580000.0,2753.0,1.0,2.0,2.0,2.0,2.0,2.0,1911.0
single_family,,"This amazing 1-of-a kind, 39+ acre property located 1hr-10min NE of Green Bay has it all & could be whatever you want, turn-key business or your own private retreat. With 1100+' of beautiful frontage on the scenic Wolf River, this sprawling 9200+ sq ft, quality built 2 level bar, restaurant & motel along w/rough campground can be the property of your dreams. The large main level bar of the lodge has plenty of room for extra dining & gaming & the lower-level walk-out has a roomy dining area w/additional bar & full-service kitchen. Bathrooms on both levels & 36 picture windows overlook the famous ""Gilmore's Mistake"" rapids. There are 9 comfortable motel rooms adjacent, each with its own full bath. The campground next to the lodge has a boat landing to enjoy fishing, rafting, kayaking & tubing & bath house. Additional acreage across the highway to expand. Property could easily be converted to condos or a private residence. Make Northern Wisconsin your home. Truly a piece of Heaven...",2350000.0,,,9.0,14.0,,,,1972.0
condos,condo,"Spacious garden-style unit with an open floor plan and abundant natural light from the oversized sliding doors. The kitchen features ample cabinet space, stainless steel appliances, and flows into the main living space, which opens up to a balcony with gas hookup-perfect for grilling or relaxing. Primary suite includes a walk-in closet, tile-surround shower, and oversized vanity. French doors open to a versatile den/bedroom. Additional full bath, in-unit laundry with sink, one parking space, and extra storage complete this bright, functional, and comfortable home. Within walking distance to Hilldale, restaurants, and shopping.",525000.0,1462.0,,1.0,2.0,2.0,2.0,,2006.0
single_family,,"Under Contract. Seller Accepted a Site Unseen Offer. Looking for a diamond in the rough? Highly desirable Marquette neighborhood 3 bedroom, 1 bath home with a 11/2 car garage with fenced yard offers plenty of upside and an amazing location! Classic features; three season front porch, maple and pine hardwood floors, original trim, 5 panel doors, arched doorway, formal foyer w/ open staircase w/oak banister. Spacious kitchen with large pantry is ready to be reimagined into your dream kitchen and offers a mud room and 2nd three season porch for all your gear. 2nd floor boasts 3 bedrooms, primary with larger closet & a full bath. 100 amp electrical service, some newer low E windows, furnace w/air cleaner '21, H20 heater '15. Home needs repairs in roof, wiring, siding/trim, porch supports, garage stabilization and other items.",350000.0,1421.0,2.0,3.0,1.0,1.0,1.0,1.0,1906.0
condos,condo,"Inviting One-Level Living in a Desirable 55+ Community! Welcome home to this beautifully maintained 2 BR, 2 BA condo offering comfort, convenience and tons of natural light. Open, light-filled layout features vaulted ceilings, a cozy living room fireplace, and a charming sunroom, perfect for relaxing or entertaining. Well-designed kitchen includes a breakfast nook and flows into a separate dining area. Spacious primary suite boasts vaulted ceilings with skylights, walk-in closet, and private bath. A generous 2nd bedroom provides comfortable space for guests or a home office. Fresh new carpet and a move-in-ready interior make this home shine. Enjoy the ease of main-floor living while the association handles exterior maintenance. Take advantage of walking paths and nearby greenspace, all just minutes from town. Comfort, convenience, and carefree living! CALL TODAY to schedule your private tour!",314900.0,1429.0,1.0,2.0,2.0,1.0,2.0,2.0,1997.0
single_family,,"Welcome to your peaceful, private retreat! This stunning three bedroom, three bath home is perfectly situated on 2.79 serene, wooded acres. Step inside to an open concept kitchen and dining space that seamlessly flows into the vaulted, spacious great room - perfect for all types of gatherings! Cozy up next to the wood stove on crisp fall mornings or winter nights! The large primary bedroom is located on the loft that overlooks the great room. Head into the bright and airy sunroom for a perfect view of the wooded surroundings to allow for total relaxation all year round! The lower level features a large, versatile space equipped with a bar, full bathroom, laundry and potential workout/office. This home has charm, privacy, functionality, nature and is ready for you to make it your own!",360000.0,2244.0,2.0,3.0,3.0,3.0,3.0,,1992.0
land,,"A rare opportunity to build your dream home just steps from Lake Michigan! This cleared lot offers stunning lake views and the chance to design a home that embraces waterfront living. Located steps from Neshotah Park's beautiful sandy beach and within walking distance to charming downtown Two Rivers. Prime location, endless potential.",190000.0,,,,,,,,
single_family,,"Completely remodeled 3-bedroom ranch offering spacious, stair-free living on a generous 1/4-acre lot. This open and inviting home features ample room throughout, perfect for comfortable everyday living and entertaining. Enjoy the convenience of single-level charm with a garage and an oversized lot that provides plenty of space for storage, expansion, or future building possibilities. A rare opportunity for move-in-ready ranch living with room to grow.",188000.0,936.0,1.0,3.0,1.0,1.0,1.0,1.0,1935.0
single_family,,"BUILT BY LEXINGTON HOMES, INC.- LOT 34- Plenty of space in this 4 bdrm, 2 1/2 bath with a loft! Open concept design features a kitchen with custom cabinets, corner pantry, and an island with a snack counter. Great room features a vaulted ceiling and an electric fireplace with stone surround. First floor primary suite offers a private full bath with dual sinks. First floor laundry. Walk in closet located near the garage entrance. Landscaping package is included. ***All offers received after 12:00 pm on Fridays will be addressed by the seller on Monday***",445900.0,2250.0,,4.0,3.0,2.0,2.0,2.0,2025.0
single_family,,"A beautiful home and a great location on a quiet cul-de-sac on the west side of Mount Pleasant. This home is truly move in ready and impeccably maintained. The updates are numerous and impressive, new driveway, furnace, refrigerator, dishwasher, washer, dryer, fence, lower level vinyl plank flooring and many other updates over the last 5-10yrs. Awesome floor plan with generous room sizes, living room, kitchen/dinette, 2 bedrooms, full bath on the main level, lower includes a bedroom, family room, half bath, laundry and another large space for future build-out. Entertain family and friends in your large fenced backyard which features a walk up deck and additional access from the kitchen. 2.5 car garage with backyard access. A wonderful combination of comfort, updates, and location.",339000.0,1656.0,,3.0,2.0,1.0,1.0,2.0,1976.0
single_family,,"Spacious and well-maintained ranch-style home located just outside the city limits of Medford. Situated on approximately 2.49 acres, this 3-bedroom, 1.5-bath home offers the perfect blend of privacy and convenience. The main level features a functional layout including a bright living room, kitchen with ample cabinetry, and a dedicated dining area. All bedrooms are located on the main level, along with a full bath and an additional half bath for everyday convenience. The home also offers main-level laundry, making single-level living easy and efficient. The full basement provides excellent storage and future finishing potential, with in floor heat in both the basement and the garage. You won't want to miss this exceptional home!",305000.0,1392.0,1.0,3.0,2.0,1.0,1.0,2.0,2000.0
land,,Come check out this 40 acre parcel would be a great for hunting. Would be a nice spot for a Home or Cabin. There is a additional adjoining 40 acre parcel and 14.5 acre parcel available as well!,84000.0,,,,0.0,,,,
single_family,,"Incredible opportunity to own this beautiful brick ranch, directly bordering the esteemed Erin Hills Golf Course! Follow your private driveway lined with trees that turn a gorgeous golden color in fall. This 3 bedroom, 2.5 bathroom home was designed with aging in mind - single-level living, no-step showers, and wide hallways and doorways. Walls of windows fill the living areas with natural light and offer incredible views of the surrounding area. Kitchen includes a walk-in pantry, sliding drawer cabinets, built-in microwave, and hidden warming drawer. The primary suite has an ensuite bath and two walk-in closets. Outside, enjoy a large outbuilding with workshop and storage loft, plus the land is perfect for hunting, chickens, and horses. See this property for yourself to grasp its beauty",1140000.0,2750.0,1.0,3.0,3.0,2.0,2.0,3.0,1978.0
single_family,,"What an absolute gem of a house. Same owner for 56 years! The location is perfect. The layout makes sense. The bones are as solid as it comes. The neighbors are nice. What more could you want? 2 car attached garage, full basement, private backyard, main floor laundry, gas fireplace, stainless appliances, granite countertops, mature trees, walking distance to the schools, quiet street, the list goes on. A few days on paint and flooring duty and your cosmetic updates will really add equity quick.",329900.0,1776.0,1.0,3.0,2.0,2.0,2.0,2.0,1965.0
single_family,,"Country living at its bestquiet setting with no visible neighbors, mature trees, usable land, a scenic creek running through the 5-acre property, plus abundant wildlife. This well-built, solid brick residence features a spacious formal dining room perfect for family meals or entertaining, a functional kitchen with plenty of cabinetry, bright living areas filled with natural light, 3 comfortable bedrooms, and 2 full baths. The partially finished basement offers flexible space for recreation, hobbies, or extra storage. Generator hookup for reliable backup power. Central vacuum system and a paved driveway for easy maintenance. Roof, soffits, and gutters updated in 2022. Ample room on the 5 acres for gardening, outbuildings, animals, or outdoor activities. Schedule a tour today.",319900.0,2081.0,1.0,3.0,2.0,2.0,2.0,2.0,1980.0
single_family,,"Charming and move-in ready, this 3-bedroom, 2 full bathroom home is perfectly situated on a quiet cul-de-sac, offering minimal traffic. The inviting exterior features attractive curb appeal with a welcoming front porch, stone accents, and a spacious attached two-car garage. Step inside to discover a bright, open-concept layout designed for comfortable living and easy entertaining. The kitchen and living areas flow seamlessly together, creating a warm and functional space for gatherings. The master bedroom offers a walk in closet. Two additional bedrooms provide flexibility for family, guests, or a home office. The finished basement expands your living space with endless possibilities ideal for a family room, recreation area, home gym, or additional entertaining space. Enjoy the benefits of cul-de-sac living along with a spacious yard perfect for relaxing or outdoor activities. Sq.Ftg. is approximate. Buyer to verify important.",430000.0,2200.0,1.0,3.0,2.0,2.0,2.0,2.0,2012.0
land,,59.[Redacted Entity] Hay Creek has been cut out and there is a trail system throughout the property. This is right outside the village limits and close to town with all the amenities.,329000.0,,,,,,,,
condos,condo,"Modern Luxury Meets Everyday Convenience Step into this spacious new-construction 2BR, 2.5BA condo, designed with style and comfort in mind. The open layout highlights a main-floor primary suite with walk-in closet, soaring vaulted ceilings, and elegant LVT flooring. Enjoy a finished walkout lower, private deck and patio, and the ease of a 2-car attached garage. The gourmet kitchen is appointed with solid-surface countertops and stainless steel appliances, perfect for both casual dining and entertaining. Natural light fills the home, emphasizing its luxurious finishes and modern design. Located just steps from shops, dining, and city amenities, yet surrounded by the tranquility of nature, this home blends convenience with serenity.",399900.0,2130.0,1.0,2.0,3.0,2.0,2.0,2.0,2025.0
single_family,,"This stunning new construction home is nestled on a spacious 1.148 -acre lot with impeccable design, modern amenities, and room to roam, this is the perfect place to call your own. You'll be greeted by an open and airy floor plan with high ceilings and abundant natural light. The main living area features a spacious living room with a cozy fireplace, perfect for relaxing with family and friends. The gourmet kitchen is a chef's delight, complete with a large island for meal preparation and walk in pantry. The master suite is a true retreat, boasting a luxurious en-suite bathroom with dual vanities, and a walk-in closet. Extra deep third garage stall. Check it out before it's gone!",494900.0,1635.0,,3.0,2.0,2.0,2.0,3.0,2025.0
single_family,,"This open & airy tri-level feat. open great room concept + a lg. family room, 3 bdrms on UL & 4th in LL perfect for office/den. Spacious kitchen feat. quality cabinets & quartz tops perfect for entertaining. The lg. LR has cathedral ceilings & lg. windows to bring in sun & natural light throughout. Garage feat. aluminum garage door frame, insulated gar. door, belt drive opener, & concrete drive. Enjoy the energy savings w/high efficiency mechanicals & insulation practices. Quality built home w/out taking shortcuts! Located in Maple Beach Association, you get access to lake rights, private park & ability to have a boat slip! The association is $50 per year, & NOT the kind you see in videos! Close to Historic Lake Inn, & quick hop to Interstate!",399900.0,2050.0,,4.0,2.0,2.0,2.0,2.0,2025.0
single_family,,"Beautiful Lower Tainter 4 BR / 2.5 Bath meticulously maintained home w/226' of LOW water frontage/no stairs to the water. Property includes 12' x 28' boathouse w/ramp for boat storage. You will love the (3) car attached garage 28' x 24', 2 car detached 31' x 24' and heated 24' x 28' workshop space! Great home to entertain with large open KT/DR/LR, spacious family room and wonderful sunroom all on the main level! Other special features include nice granite countertops in the kitchen, nice main level primary suite, fun playhouse for the kids to play, rollout dock and 2013 pontoon included in the sale! Beautiful gardens throughout the yard that include spruce trees, red and black raspberries, blueberries, honey berries, asparagus, and more! Conveniently located just North of I-94 for the commuter or for family to visit! This is a one owner home ~ meticulous and move in ready!",799000.0,2676.0,2.0,4.0,3.0,2.0,2.0,5.0,1995.0
condos,condo,"Bright, sunny and spacious townhouse condo in the popular Middleton school district! Open floor plan, main floor office/den, kitchen with newish appliances, separate dining area, great room with fireplace and private screened in porch overlooking neighborhood park. Upstairs are three generous sized bedrooms and conveniently located laundry. Large primary with private bath and walk in closet. Lower level is exposed and already plumbed for an additional bath. UHP Basic Home Warranty included for peace of mind.",424900.0,1758.0,2.0,3.0,3.0,2.0,2.0,2.0,2008.0
single_family,,"Attractive half duplex in the Woodland Village neighborhood of the sought-after Village of Oregon, situated on a cul-de-sac. Main level features a large living room, with access to a private patio, kitchen with a newer dishwasher and refrigerator. 3 spacious bedrooms upstairs. Laundry in the lower level and plenty of room for storage or future finishing. Updates include: Furnace 24', Water softener, and Water Heater in 21. With convenient access to Coffee Shops, restaurants, parks, and all that Oregon has to offer, this is just waiting for you! See it today!",259900.0,1330.0,2.0,3.0,2.0,1.0,1.0,1.0,1997.0
single_family,,"Your own home for under $450K! (PLUS incentive!) Clean slate to furnish in this BETTER than new home!! Low to no maintenance! Enjoy living without having to deal with large yard, no older home repairs/replacements that are expensive! Get into home ownership to build your own equity! Included in pricing is 2% to buydown that rate or use as closing costs or BOTH! Spacious open floorplan, large kitchen island w/custom Auburn Ridge cabinetry, Quartz counters, stainless appliances, First Fl laundry, Drop Zone, Energy efficient & Smart home wiring. Dinette area, half bath & patio doors to concrete patio. Modern touches, Dbl primary bath vanity, spacious bedrooms, large open basement for future finishing and additional bath rough-in. Attached 2-C garage.",442900.0,1670.0,2.0,3.0,3.0,2.0,2.0,2.0,2023.0
single_family,,"Tastefully renovated 1.5-story Cape Cod offering [Redacted Entity] just minutes from downtown Kenosha and lakefront living. This beautifully maintained cottage-style home features fully restored hardwood floors and a thoughtfully updated kitchen with new tile backsplash and flooring, plus a custom built-in breakfast nook. Cozy reading nook with built-in shelving and newer carpet. The finished lower level offers abundant bonus space with drywall, plush carpet, and recessed lighting, including a dedicated home gym area and laundry/pantry. Enjoy outdoor living with a laid stone patio and walkway, gated yard, perennial plantings, zinnia garden, raspberry patches, and garden beds. Two-car garage, newer windows, and new A/C unit. SEE SELLER UPDATES",275000.0,1428.0,,4.0,2.0,2.0,2.0,2.0,1956.0
single_family,,"Looking for a place that provides space both inside and out with views of the countryside? This may be the one! This home features an open concept in the primary living area, which makes for a fantastic space to entertain whether you're inside, or on the large deck that overlooks the back yard. All of the main living amenities are on the main level here including 2 spacious bedrooms, a full bathroom, and the laundry room just off of the kitchen. The family room on the lower level provides a rustic feel with woodwork throughout, and a bonus room across from the 3rd bedroom yields an opportunity to finish off for a 4th bedroom. Cozy up to the pellet stove in the cooler months, while enjoying country views through the walkout patio door. Updates in recent years include the water heater, furnace and air conditioning unit. Everything here sits on roughly 2.[Redacted Entity], so traffic noise won't be an issue. Come and see this one for yourself!",350000.0,2466.0,1.0,3.0,2.0,1.0,2.0,2.0,2000.0
single_family,,"STUNNING split-bedroom ranch in the desirable Royal St. Pats subdivision. The architectural beauty and finishes scream modern luxury. Enter in through your foyer that boasts a den/office and opens up to high ceilings and sprawling windows that pour in ample natural lighting. A breath-taking floor to ceiling sleek fireplace and massive waterfall island will be a crowd-pleasuring for your guests. A chef kitchen with plenty of cabinetry and storage in the pantry. Primary showcases walk-in closet, and an ensuite bath w/incredible double sinks and shower heads for convenience. Mudroom feat. ideal storage, a half bath and first floor laundry. 3-car garage with basement access, builder warranty included, don't miss the chance to take a private tour on this beauty!",799900.0,2041.0,,3.0,3.0,2.0,2.0,3.0,2026.0
land,,"An incredible opportunity for hunters and outdoor enthusiasts! Discover 19 acres of pristine, wooded land offering the ultimate private escape. This property is an ideal hunting ground, with abundant wildlife and mature timber providing excellent cover. Imagine your future cabin or dream home tucked away in total seclusion. Beyond hunting, the possibilities are endless for hiking, camping, or creating your own ATV trails.",84900.0,,,,,,,,
single_family,,"Welcome to this remarkable TO BE BUILT split entry home crafted by C & J Builders. Step inside and be amazed by the thoughtful design and exquisite features. This floor plan offers 2 bedrooms and 1 bath, providing a cozy functional living space. Home is equipped with custom solid wood cabinetry and millwork, adding a touch of sophistication. LVP flooring throughout creates a seamless and stylish aesthetic, while the tiled bathroom floors exude elegance. This unfinished basement awaits your personal touch, with rough-ins already in place, allowing you to customize it according to your preference. Outside, you'll appreciate the meticulous landscaping and the convenience of an asphalt driveway. Don't miss the opportunity to make this fantastic home your own!",349900.0,1050.0,2.0,2.0,1.0,1.0,1.0,3.0,2026.0
single_family,,"For Sale - Dairy / Heifer Facility with Expandable Potential 500-stall tunnel-ventilated freestall barn, currently utilized for heifer housing (16 months and up). Equipped with manure scrapers, manure separation system, and 4.5 million gallon manure storage. 3-phase power for efficient operation. 120-stall dry cow / heifer barn Machine shed for equipment storage. Solar system: 27.46 kW, with transferable 25-year warranty Farmhouse: 5 bedrooms, 1 1/2 baths, recently updated with new roof, central AC, and LP furnace 160 acres of farmland, all adjacent This operation combines modern infrastructure with room for growth-ideal for heifer development or conversion back to a milking herd. Additional 300 Acres for Sale or Rent All measurements are approximate and should be verified by the buyer.",3200000.0,2434.0,2.0,5.0,2.0,1.0,1.0,2.0,
single_family,,"Discover the balance of modern comfort and the Northwoods! This newly built (2024) home is set on a private two-acre wooded lot near Johnson Falls State Natural Area. Thoughtfully designed, the home features a standout kitchen with a spacious island, ample storage, and modern finishes. The generous primary suite includes a full bathroom, offering a quiet and comfortable retreat. A practical ranch-style layout keeps daily living simple and efficient. Private pond adds to the peaceful setting and enhances the property's outdoor appeal. Just outside of the charming village of Crivitz, with easy access to hunting land, fishing spots, and year-round outdoor recreation - All while remaining close enough to enjoy local shops and dining. Experience Northwoods living firsthand!",350000.0,1620.0,,3.0,2.0,2.0,2.0,,2024.0
